rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,year
4,4,2,OLD,20234789,패스트 라이브즈,2024-03-06,49524451,2.6,-50566678,-50.5,541856267,5680,-5416,-48.8,60777,551,945,20240311,2024
5,5,-2,OLD,20236180,웡카,2024-01-31,44070291,2.3,-292069065,-86.9,32802028161,4535,-30735,-87.1,3411410,505,775,20240311,2024
6,6,1,OLD,20247074,건국전쟁,2024-02-01,29881300,1.6,-41474785,-58.1,10648395247,3401,-4321,-56.0,1144468,375,477,20240311,2024
7,7,1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,12300000,0.6,-33449400,-73.1,5454960700,1212,-3144,-72.2,480886,161,227,20240311,2024
8,8,10,OLD,20247219,사운드 오브 프리덤,2024-02-21,5395500,0.3,-1009200,-15.8,560804800,871,210,31.8,51500,67,73,20240311,2024
9,9,3,OLD,20231415,소풍,2024-02-07,5935900,0.3,-4740000,-44.4,2983564049,663,-515,-43.7,333330,71,84,20240311,2024
10,10,-6,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,4565100,0.2,-151499450,-97.1,1270929110,532,-17879,-97.1,147912,112,132,20240311,2024
1,1,0,OLD,20234675,파묘,2024-02-22,4657520048,67.2,-882114172,-15.9,77505689475,472287,-87385,-15.6,8041937,2149,8704,20240310,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1249690636,18.0,-243440028,-16.3,14522964133,106758,-19986,-15.8,1282696,1004,2653,20240310,2024
3,3,0,OLD,20236180,웡카,2024-01-31,336139356,4.9,-10674616,-3.1,32757957870,35270,-722,-2.0,3406875,645,1061,20240310,2024
4,4,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,156064550,2.3,3497590,2.3,1266364010,18411,269,1.5,147380,321,539,20240310,2024
5,5,0,OLD,20236732,가여운 것들,2024-03-06,135833964,2.0,-23331702,-14.7,652026459,13451,-2105,-13.5,65421,410,676,20240310,2024
6,6,0,OLD,20234789,패스트 라이브즈,2024-03-06,100091129,1.4,-23742786,-19.2,492331816,11096,-2631,-19.2,55097,562,895,20240310,2024
7,7,0,OLD,20247074,건국전쟁,2024-02-01,71356085,1.0,-4869247,-6.4,10618513947,7722,-389,-4.8,1141067,382,476,20240310,2024
8,8,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,45749400,0.7,-6847900,-13.0,5442660700,4356,-612,-12.3,479674,162,238,20240310,2024
9,9,0,OLD,20247473,아이엠 티라노,2024-03-01,32206500,0.5,674800,2.1,380985500,3516,-32,-0.9,45256,189,267,20240310,2024
10,10,0,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,28899039,0.4,554671,2.0,67141807,3181,69,2.2,7413,249,278,20240310,2024
1,1,0,OLD,20234675,파묘,2024-02-22,5539634220,68.1,3169536758,133.7,72848169427,559672,316437,130.1,7569650,2164,9143,20240309,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1493130664,18.4,769492102,106.3,13273273497,126744,68132,116.2,1175938,985,2725,20240309,2024
3,3,1,OLD,20236180,웡카,2024-01-31,346813972,4.3,253746086,272.6,32421818514,35992,26513,279.7,3371605,640,1072,20240309,2024
4,4,5,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,152566960,1.9,144026060,1686.3,1110299460,18142,17098,1637.7,128969,330,551,20240309,2024
5,5,-2,OLD,20236732,가여운 것들,2024-03-06,159165666,2.0,63373987,66.2,516192495,15556,6028,63.3,51970,418,718,20240309,2024
6,6,-1,OLD,20234789,패스트 라이브즈,2024-03-06,123833915,1.5,46534606,60.2,392240687,13727,5008,57.4,44001,599,972,20240309,2024
7,7,-1,OLD,20247074,건국전쟁,2024-02-01,76225332,0.9,36414044,91.5,10547157862,8111,3655,82.0,1133345,392,499,20240309,2024
8,8,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,52597300,0.6,28238000,115.9,5396911300,4968,2633,112.8,475318,160,238,20240309,2024
9,9,18,OLD,20247473,아이엠 티라노,2024-03-01,31531700,0.4,30667700,3549.5,348779000,3548,3446,3378.4,41740,190,277,20240309,2024
10,10,8,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,28344368,0.3,26465268,1408.4,38242768,3112,2881,1247.2,4232,246,272,20240309,2024
1,1,0,OLD,20234675,파묘,2024-02-22,2370097462,67.4,857937120,56.7,67308535207,243235,82873,51.7,7009978,2098,8267,20240308,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,723638562,20.6,249833867,52.7,11780142833,58612,19084,48.3,1049194,1019,2743,20240308,2024
3,3,0,OLD,20236732,가여운 것들,2024-03-06,95791679,2.7,20581238,27.4,357026829,9528,1617,20.4,36414,454,809,20240308,2024
4,4,2,OLD,20236180,웡카,2024-01-31,93067886,2.6,34805265,59.7,32075004542,9479,3290,53.2,3335613,567,916,20240308,2024
5,5,0,OLD,20234789,패스트 라이브즈,2024-03-06,77299309,2.2,20867680,37.0,268406772,8719,2173,33.2,30274,613,1063,20240308,2024
6,6,-2,OLD,20247074,건국전쟁,2024-02-01,39811288,1.1,-16734967,-29.6,10470932530,4456,-2136,-32.4,1125234,413,518,20240308,2024
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,24359300,0.7,6428600,35.9,5344314000,2335,519,28.6,470350,184,260,20240308,2024
8,8,0,OLD,20231415,소풍,2024-02-07,10510100,0.3,-1574300,-13.0,2954487949,1274,-200,-13.6,330069,94,101,20240308,2024
9,9,5,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,8540900,0.2,3532700,70.5,957732500,1044,444,74.0,110827,146,159,20240308,2024
10,10,3,OLD,20247219,사운드 오브 프리덤,2024-02-21,8306300,0.2,3081900,59.0,542106100,985,296,43.0,49286,68,69,20240308,2024
1,1,0,OLD,20234675,파묘,2024-02-22,1512160342,64.5,-134310116,-8.2,64938437745,160362,-14312,-8.2,6766743,2021,7632,20240307,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,473804695,20.2,-60630075,-11.3,11056504271,39528,-6054,-13.3,990582,991,2611,20240307,2024
3,3,0,OLD,20236732,가여운 것들,2024-03-06,75210441,3.2,-52971663,-41.3,261235150,7911,-5625,-41.6,26886,461,802,20240307,2024
4,4,2,OLD,20247074,건국전쟁,2024-02-01,56546255,2.4,10264921,22.2,10431121242,6592,1001,17.9,1120778,392,495,20240307,2024
5,5,-1,OLD,20234789,패스트 라이브즈,2024-03-06,56431629,2.4,-14671539,-20.6,191107463,6546,-1830,-21.8,21555,587,1047,20240307,2024
6,6,-1,OLD,20236180,웡카,2024-01-31,58262621,2.5,-1579178,-2.6,31981936656,6189,-74,-1.2,3326134,531,864,20240307,2024
7,7,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,17930700,0.8,-11046700,-38.1,5319954700,1816,-1205,-39.9,468015,176,253,20240307,2024
8,8,2,OLD,20231415,소풍,2024-02-07,12084400,0.5,1376800,12.9,2943977849,1474,200,15.7,328795,86,96,20240307,2024
9,9,-1,OLD,19970037,비트,1997-05-03,8233500,0.4,-11406000,-58.1,37540100,1013,-1732,-63.1,5319,71,144,20240307,2024
10,10,9,OLD,20247473,아이엠 티라노,2024-03-01,4723000,0.2,2953000,166.8,316383300,864,601,228.5,38090,52,69,20240307,2024
1,1,0,OLD,20234675,파묘,2024-02-22,1646470458,62.7,-150662462,-8.4,63426277403,174674,-15866,-8.3,6606381,2021,7646,20240306,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,534434770,20.4,55441524,11.6,10582699576,45582,5109,12.6,951054,990,2658,20240306,2024
3,3,39,OLD,20236732,가여운 것들,2024-03-06,128182104,4.9,127607804,22219.7,186024709,13536,13480,24071.4,18975,471,838,20240306,2024
4,4,8,OLD,20234789,패스트 라이브즈,2024-03-06,71103168,2.7,66201968,1350.7,134675834,8376,7826,1422.9,15009,606,1112,20240306,2024
5,5,-1,OLD,20236180,웡카,2024-01-31,59841799,2.3,-5508882,-8.4,31923674035,6263,-634,-9.2,3319945,530,881,20240306,2024
6,6,-3,OLD,20247074,건국전쟁,2024-02-01,46281334,1.8,-26157339,-36.1,10374574987,5591,-2851,-33.8,1114186,397,520,20240306,2024
7,7,-2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,28977400,1.1,5137800,21.6,5302024000,3021,658,27.8,466199,174,268,20240306,2024
8,8,0,NEW,19970037,비트,1997-05-03,19639500,0.7,19639500,100.0,29306600,2745,2745,100.0,4306,71,154,20240306,2024
9,9,0,NEW,20230614,대결! 애니메이션,2024-03-06,13590263,0.5,13590263,100.0,30566263,2122,2122,100.0,4244,103,170,20240306,2024
10,10,-3,OLD,20231415,소풍,2024-02-07,10707600,0.4,-2721900,-20.3,2931893449,1274,-278,-17.9,327321,87,96,20240306,2024
1,1,0,OLD,20234675,파묘,2024-02-22,1797132920,69.9,-177801966,-9.0,61779806945,190540,-17456,-8.4,6431707,2148,8294,20240305,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,478993246,18.6,-49633120,-9.4,10048264806,40473,-3728,-8.4,905472,1091,3060,20240305,2024
3,3,1,OLD,20247074,건국전쟁,2024-02-01,72438673,2.8,7581163,11.7,10328293653,8442,997,13.4,1108595,453,641,20240305,2024
4,4,-1,OLD,20236180,웡카,2024-01-31,65350681,2.5,-18891912,-22.4,31863832236,6897,-1931,-21.9,3313682,586,1060,20240305,2024
5,5,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,23839600,0.9,-3440200,-12.6,5273046600,2363,-340,-12.6,463178,241,409,20240305,2024
6,6,1,OLD,20247219,사운드 오브 프리덤,2024-02-21,27051700,1.1,13067100,93.4,520937000,2274,1065,88.1,46700,102,108,20240305,2024
7,7,1,OLD,20231415,소풍,2024-02-07,13429500,0.5,3627561,37.0,2921185849,1552,384,32.9,326047,96,111,20240305,2024
8,8,-2,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,7935400,0.3,-13067460,-62.2,937011800,930,-1503,-61.8,108326,153,180,20240305,2024
9,9,0,NEW,20236488,밥 말리: 원 러브,2024-03-13,9810000,0.4,9810000,100.0,9810000,922,922,100.0,922,2,3,20240305,2024
10,10,0,OLD,20234730,추락의 해부,2024-01-31,5838033,0.2,75916,1.3,853902026,630,1,0.2,86968,56,59,20240305,2024
1,1,0,OLD,20234675,파묘,2024-02-22,1974934886,70.7,-4416624502,-69.1,59982674025,207996,-444063,-68.1,6241167,2105,8222,20240304,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,528626366,18.9,-1136805274,-68.3,9569271560,44201,-101801,-69.7,864999,1084,3073,20240304,2024
3,3,0,OLD,20236180,웡카,2024-01-31,84242593,3.0,-378644943,-81.8,31798481555,8828,-39744,-81.8,3306785,594,1106,20240304,2024
4,4,1,OLD,20247074,건국전쟁,2024-02-01,64857510,2.3,-88750565,-57.8,10255854980,7445,-9464,-56.0,1100153,432,617,20240304,2024
5,5,2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,27279800,1.0,-63246000,-69.9,5249207000,2703,-6102,-69.3,460815,234,414,20240304,2024
6,6,-2,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,21002860,0.8,-187039720,-89.9,929076400,2433,-21943,-90.0,107396,187,239,20240304,2024
7,7,2,OLD,20247219,사운드 오브 프리덤,2024-02-21,13984600,0.5,-5004400,-26.4,493885300,1209,-312,-20.5,44426,88,92,20240304,2024
8,8,0,OLD,20231415,소풍,2024-02-07,9801939,0.4,-12118439,-55.3,2907756349,1168,-1216,-51.0,324495,93,105,20240304,2024
9,9,-3,OLD,20247473,아이엠 티라노,2024-03-01,7269000,0.3,-65660400,-90.0,307074800,848,-7973,-90.4,36583,122,143,20240304,2024
10,10,2,OLD,20234730,추락의 해부,2024-01-31,5762117,0.2,-2267022,-28.2,848063993,629,-145,-18.7,86338,41,46,20240304,2024
1,1,0,OLD,20234675,파묘,2024-02-22,6391559388,69.4,-1781781680,-21.8,58007739139,652059,-180219,-21.7,6033171,2363,9539,20240303,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1665431640,18.1,-486425494,-22.6,9040645194,146002,-43755,-23.1,820798,1097,3396,20240303,2024
3,3,0,OLD,20236180,웡카,2024-01-31,462887536,5.0,-95790622,-17.1,31714238962,48572,-10345,-17.6,3297957,690,1260,20240303,2024
4,4,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,208042580,2.3,-17163070,-7.6,908073540,24376,-1964,-7.5,104963,341,596,20240303,2024
5,5,0,OLD,20247074,건국전쟁,2024-02-01,153608075,1.7,-25218217,-14.1,10190997470,16909,-2334,-12.1,1092708,409,510,20240303,2024
6,6,1,OLD,20247473,아이엠 티라노,2024-03-01,72929400,0.8,-9719500,-11.8,299805800,8821,-1059,-10.7,35735,224,364,20240303,2024
7,7,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,90525800,1.0,-18241000,-16.8,5221927200,8805,-1790,-16.9,458112,251,432,20240303,2024
8,8,0,OLD,20231415,소풍,2024-02-07,21920378,0.2,-3478961,-13.7,2897954410,2384,-423,-15.1,323327,88,98,20240303,2024
9,9,0,OLD,20247219,사운드 오브 프리덤,2024-02-21,18989000,0.2,3397800,21.8,479900700,1521,174,12.9,43217,89,93,20240303,2024
10,10,6,OLD,20234789,패스트 라이브즈,2024-03-06,12629486,0.1,6903386,120.6,56643076,1255,695,124.1,5851,47,49,20240303,2024
1,1,0,OLD,20234675,파묘,2024-02-22,8173341068,70.1,-194843949,-2.3,51616179751,832278,-19322,-2.3,5381112,2367,10068,20240302,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,2151857134,18.5,-272531173,-11.2,7375213554,189757,-26777,-12.4,674796,1131,3683,20240302,2024
3,3,0,OLD,20236180,웡카,2024-01-31,558678158,4.8,-65432024,-10.5,31251351426,58917,-6854,-10.4,3249385,695,1276,20240302,2024
4,4,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,225205650,1.9,-75401770,-25.1,700030960,26340,-9025,-25.5,80587,342,596,20240302,2024
5,5,0,OLD,20247074,건국전쟁,2024-02-01,178826292,1.5,-42422653,-19.2,10037389395,19243,-4551,-19.1,1075799,394,486,20240302,2024
6,6,1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,108766800,0.9,-12598200,-10.4,5131401400,10595,-1246,-10.5,449307,266,455,20240302,2024
7,7,-1,OLD,20247473,아이엠 티라노,2024-03-01,82648900,0.7,-45418800,-35.5,226876400,9880,-5381,-35.3,26914,229,383,20240302,2024
8,8,0,OLD,20231415,소풍,2024-02-07,25399339,0.2,-8629334,-25.4,2876034032,2807,-951,-25.3,320943,87,100,20240302,2024
9,9,0,OLD,20247219,사운드 오브 프리덤,2024-02-21,15591200,0.1,-3616400,-18.8,460911700,1347,-328,-19.6,41696,94,97,20240302,2024
10,10,3,OLD,20234730,추락의 해부,2024-01-31,11824200,0.1,976205,9.0,834272737,1181,92,8.4,84935,31,34,20240302,2024
1,1,0,OLD,20234675,파묘,2024-02-22,8368185017,67.5,4757382396,131.8,43442838683,851600,467306,121.6,4548834,2315,9700,20240301,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,2424388307,19.5,1222232254,101.7,5223356420,216534,109638,102.6,485039,1190,3985,20240301,2024
3,3,0,OLD,20236180,웡카,2024-01-31,624110182,5.0,294022832,89.1,30692673268,65771,29340,80.5,3190468,646,1185,20240301,2024
4,4,0,NEW,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,300607420,2.4,300607420,100.0,474825310,35365,35365,100.0,54247,325,571,20240301,2024
5,5,-1,OLD,20247074,건국전쟁,2024-02-01,221248945,1.8,98432095,80.1,9858563103,23794,9589,67.5,1056556,403,516,20240301,2024
6,6,0,NEW,20247473,아이엠 티라노,2024-03-01,128067700,1.0,128067700,100.0,144227500,15261,15261,100.0,17034,227,401,20240301,2024
7,7,-2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,121365000,1.0,50745700,71.9,5022634600,11841,4657,64.8,438712,272,483,20240301,2024
8,8,-2,OLD,20231415,소풍,2024-02-07,34028673,0.3,13407783,65.0,2850634693,3758,1331,54.8,318136,89,98,20240301,2024
9,9,-1,OLD,20247219,사운드 오브 프리덤,2024-02-21,19207600,0.2,944000,5.2,445320500,1675,91,5.7,40349,89,91,20240301,2024
10,10,1,OLD,20247063,바튼 아카데미,2024-02-21,13321778,0.1,6618578,98.7,214075896,1358,616,83.0,22587,46,49,20240301,2024
1,1,0,OLD,20234675,파묘,2024-02-22,3610802621,65.3,528689979,17.2,35074653666,384294,-300,-0.1,3697234,2039,7986,20240229,2024
2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1202156053,21.8,-244986377,-16.9,2798968113,106896,-46056,-30.1,268505,1426,4704,20240229,2024
3,3,0,OLD,20236180,웡카,2024-01-31,330087350,6.0,34285387,11.6,30068563086,36431,-346,-0.9,3124697,646,1258,20240229,2024
4,4,0,OLD,20247074,건국전쟁,2024-02-01,122816850,2.2,9450399,8.3,9637314158,14205,303,2.2,1032762,486,681,20240229,2024
5,5,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,70619300,1.3,-11488800,-14.0,4901269600,7184,-2173,-23.2,426871,276,544,20240229,2024
6,6,0,OLD,20231415,소풍,2024-02-07,20620890,0.4,147790,0.7,2816606020,2427,-147,-5.7,314378,119,144,20240229,2024
7,7,5,OLD,20234789,패스트 라이브즈,2024-03-06,16559000,0.3,6616000,66.5,26502000,1775,666,60.1,2884,48,51,20240229,2024
8,8,2,OLD,20247219,사운드 오브 프리덤,2024-02-21,18263600,0.3,5784200,46.3,426112900,1584,419,36.0,38674,122,133,20240229,2024
9,9,4,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,7585515,0.1,-610763,-7.5,887041204,876,-92,-9.5,100262,47,56,20240229,2024
10,10,9,OLD,20247038,DMZ 동물 특공대,2024-02-14,6791300,0.1,1713800,33.8,159532520,819,181,28.4,21568,71,76,20240229,2024
1,1,0,OLD,20234675,파묘,2024-02-22,3082112642,59.0,245469266,8.7,31463851045,384594,86130,28.9,3312940,1885,7156,20240228,2024
2,2,3,OLD,20236295,듄: 파트2,2024-02-28,1447142430,27.7,1327022800,1104.8,1596812060,152952,146125,2140.4,161609,1544,5047,20240228,2024
3,3,-1,OLD,20236180,웡카,2024-01-31,295801963,5.7,-87241445,-22.8,29738475736,36777,-5305,-12.6,3088266,645,1243,20240228,2024
4,4,-1,OLD,20247074,건국전쟁,2024-02-01,113366451,2.2,-57097904,-33.5,9514497308,13902,-5590,-28.7,1018557,464,683,20240228,2024
5,5,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,82108100,1.6,-2969900,-3.5,4830650300,9357,1397,17.6,419687,274,531,20240228,2024
6,6,0,OLD,20231415,소풍,2024-02-07,20473100,0.4,-19905355,-49.3,2795985130,2574,-2177,-45.8,311951,123,143,20240228,2024
7,7,8,OLD,20234730,추락의 해부,2024-01-31,9846878,0.2,1634327,19.9,805383834,1359,489,56.2,82023,40,45,20240228,2024
8,8,9,OLD,20234641,극장판 츠루네: 시작의 한 발,2024-02-21,11070748,0.2,5095346,85.3,104314080,1349,692,105.3,11526,63,68,20240228,2024
9,9,9,OLD,20247444,월레스와 그로밋 더 클래식 컬렉션,2024-02-21,18042500,0.3,8318500,85.5,169751000,1203,554,85.4,11340,31,35,20240228,2024
10,10,-3,OLD,20247219,사운드 오브 프리덤,2024-02-21,12479400,0.2,-17294200,-58.1,407849300,1165,-1687,-59.2,37090,116,121,20240228,2024
1,1,0,OLD,20234675,파묘,2024-02-22,2836643376,73.4,-291602207,-9.3,28381738403,298464,-29981,-9.1,2928346,2145,8359,20240227,2024
2,2,0,OLD,20236180,웡카,2024-01-31,383043408,9.9,21465649,5.9,29442673773,42082,3293,8.5,3051489,777,2352,20240227,2024
3,3,0,OLD,20247074,건국전쟁,2024-02-01,170464355,4.4,7148792,4.4,9401130857,19492,852,4.6,1004655,645,1464,20240227,2024
4,4,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,85078000,2.2,-2993800,-3.4,4748542200,7960,-172,-2.1,410330,300,770,20240227,2024
5,5,13,OLD,20236295,듄: 파트2,2024-02-28,120119630,3.1,109511630,1032.3,149669630,6827,6203,994.1,8657,34,39,20240227,2024
6,6,-1,OLD,20231415,소풍,2024-02-07,40378455,1.0,3316099,8.9,2775512030,4751,348,7.9,309377,273,364,20240227,2024
7,7,-1,OLD,20247219,사운드 오브 프리덤,2024-02-21,29773600,0.8,3162000,11.9,395369900,2852,442,18.3,35925,209,361,20240227,2024
8,8,-1,OLD,20206946,시민덕희,2024-01-24,24127987,0.6,5458051,29.2,16068452697,2743,668,32.2,1700015,275,379,20240227,2024
9,9,1,OLD,20235145,기적의 시작,2024-02-22,15547717,0.4,4662917,42.8,139392896,1755,497,39.5,16575,125,144,20240227,2024
10,10,-2,OLD,20247063,바튼 아카데미,2024-02-21,15474756,0.4,-174525,-1.1,185747088,1723,13,0.8,19326,214,294,20240227,2024
1,1,0,OLD,20234675,파묘,2024-02-22,3128245583,78.3,-4913128785,-61.1,25545095027,328445,-491397,-59.9,2629882,2097,8241,20240226,2024
2,2,0,OLD,20236180,웡카,2024-01-31,361577759,9.0,-699110159,-65.9,29059630365,38789,-71823,-64.9,3009407,748,2343,20240226,2024
3,3,0,OLD,20247074,건국전쟁,2024-02-01,163315563,4.1,-246643559,-60.2,9230666502,18640,-24741,-57.0,985163,652,1466,20240226,2024
4,4,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,88071800,2.2,-150845100,-63.1,4663464200,8132,-12775,-61.1,402370,288,769,20240226,2024
5,5,1,OLD,20231415,소풍,2024-02-07,37062356,0.9,-35275713,-48.8,2735133575,4403,-3438,-43.8,304626,269,351,20240226,2024
6,6,1,OLD,20247219,사운드 오브 프리덤,2024-02-21,26611600,0.7,-31139900,-53.9,365596300,2410,-2546,-51.4,33073,206,338,20240226,2024
7,7,1,OLD,20206946,시민덕희,2024-01-24,18669936,0.5,-27425529,-59.5,16044324710,2075,-2804,-57.5,1697272,279,383,20240226,2024
8,8,2,OLD,20247063,바튼 아카데미,2024-02-21,15649281,0.4,-9003117,-36.5,170272332,1710,-810,-32.1,17603,208,285,20240226,2024
9,9,0,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,13309939,0.3,-30576929,-69.7,860331572,1530,-3298,-68.3,97198,82,93,20240226,2024
10,10,1,OLD,20235145,기적의 시작,2024-02-22,10884800,0.3,-10775151,-49.7,123845179,1258,-920,-42.2,14820,122,144,20240226,2024
1,1,0,OLD,20234675,파묘,2024-02-22,8041374368,77.8,471008681,6.2,22416849444,819842,48868,6.3,2301437,2351,9262,20240225,2024
2,2,0,OLD,20236180,웡카,2024-01-31,1060687918,10.3,-22649110,-2.1,28698052606,110612,-2160,-1.9,2970618,893,2612,20240225,2024
3,3,0,OLD,20247074,건국전쟁,2024-02-01,409959122,4.0,6601705,1.6,9067350939,43381,371,0.9,966523,686,1469,20240225,2024
4,4,0,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,238916900,2.3,-26476500,-10.0,4575392400,20907,-2103,-9.1,394238,308,822,20240225,2024
5,5,1,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,78710840,0.8,18394910,30.5,174148890,8498,1958,29.9,18875,167,297,20240225,2024
