movieCd,title,budget,ons,year,platform,platform_mau,platform_beta,holdback_days,digital_fee,digital_fee_billion,fee_ratio
20218935,더 문,28000000000,7.4,2023,Netflix,11560000,0.02,0,2907253474.985111,29.072534749851112,10.383048124946825
20218935,더 문,28000000000,7.4,2023,Netflix,11560000,0.02,30,829616952.6672966,8.296169526672967,2.962917688097488
20218935,더 문,28000000000,7.4,2023,Netflix,11560000,0.02,60,236740378.53080437,2.367403785308044,0.8455013518957298
20218935,더 문,28000000000,7.4,2023,Netflix,11560000,0.02,90,67556486.93859898,0.6755648693859898,0.24127316763785348
20218935,더 문,28000000000,7.4,2023,Tving,4110000,0.15,0,2452913424.2636237,24.529134242636236,8.7604050866558
20218935,더 문,28000000000,7.4,2023,Tving,4110000,0.15,30,818138591.7488198,8.181385917488198,2.9219235419600706
20218935,더 문,28000000000,7.4,2023,Tving,4110000,0.15,60,272879894.04260534,2.7287989404260533,0.9745710501521618
20218935,더 문,28000000000,7.4,2023,Tving,4110000,0.15,90,91015675.49030238,0.9101567549030238,0.3250559838939371
20218935,더 문,28000000000,7.4,2023,Wavve,2930000,0.13,0,2438940669.7742643,24.389406697742643,8.710502392050943
20218935,더 문,28000000000,7.4,2023,Wavve,2930000,0.13,30,794187097.2036778,7.941870972036778,2.836382490013135
20218935,더 문,28000000000,7.4,2023,Wavve,2930000,0.13,60,258609466.47102374,2.586094664710237,0.9236052373965133
20218935,더 문,28000000000,7.4,2023,Wavve,2930000,0.13,90,84210454.16616203,0.8421045416616203,0.3007516220220073
20226500,달짝지근해: 7510,6500000000,5.8,2023,Netflix,11560000,0.02,0,674898128.1215436,6.748981281215436,10.383048124946825
20226500,달짝지근해: 7510,6500000000,5.8,2023,Netflix,11560000,0.02,30,183563702.19559342,1.8356370219559341,2.824056956855283
20226500,달짝지근해: 7510,6500000000,5.8,2023,Netflix,11560000,0.02,60,49926990.99275647,0.4992699099275647,0.768107553734715
20226500,달짝지근해: 7510,6500000000,5.8,2023,Netflix,11560000,0.02,90,13579506.186548384,0.13579506186548385,0.20891547979305206
20226500,달짝지근해: 7510,6500000000,5.8,2023,Tving,4110000,0.15,0,569426330.632627,5.69426330632627,8.7604050866558
20226500,달짝지근해: 7510,6500000000,5.8,2023,Tving,4110000,0.15,30,181023963.32145578,1.8102396332145578,2.7849840510993196
20226500,달짝지근해: 7510,6500000000,5.8,2023,Tving,4110000,0.15,60,57548577.46075945,0.5754857746075945,0.88536273016553
20226500,달짝지근해: 7510,6500000000,5.8,2023,Tving,4110000,0.15,90,18295029.602660876,0.18295029602660876,0.2814619938870904
20226500,달짝지근해: 7510,6500000000,5.8,2023,Wavve,2930000,0.13,0,566182655.4833114,5.661826554833114,8.710502392050945
20226500,달짝지근해: 7510,6500000000,5.8,2023,Wavve,2930000,0.13,30,175724378.97992525,1.7572437897992526,2.7034519843065423
20226500,달짝지근해: 7510,6500000000,5.8,2023,Wavve,2930000,0.13,60,54539038.009776294,0.545390380097763,0.8390621232273276
20226500,달짝지근해: 7510,6500000000,5.8,2023,Wavve,2930000,0.13,90,16927114.406656295,0.16927114406656296,0.26041714471778915
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Netflix,11560000,0.02,0,3239511014.9834094,32.395110149834096,10.383048124946825
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Netflix,11560000,0.02,30,981593897.1158105,9.815938971158106,3.1461342856275976
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Netflix,11560000,0.02,60,297429635.0277849,2.9742963502778488,0.9533001122685413
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Netflix,11560000,0.02,90,90123204.77204847,0.9012320477204847,0.2888564255514374
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Tving,4110000,0.15,0,2733246387.0366096,27.332463870366098,8.7604050866558
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Tving,4110000,0.15,30,968012823.3561138,9.680128233561138,3.102605203064467
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Tving,4110000,0.15,60,342833646.69433427,3.4283364669433425,1.0988257906869687
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Tving,4110000,0.15,90,121418752.38619311,1.214187523861931,0.3891626679044651
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Wavve,2930000,0.13,0,2717676746.319895,27.17676746319895,8.710502392050945
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Wavve,2930000,0.13,30,939673671.4177098,9.396736714177099,3.011774587877275
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Wavve,2930000,0.13,60,324904943.14723873,3.2490494314723875,1.041361997266791
20203702,노량: 죽음의 바다,31200000000,9.4,2023,Wavve,2930000,0.13,90,112340299.92800002,1.12340299928,0.36006506387179493
20223896,거미집,9600000000,5.8,2023,Netflix,11560000,0.02,0,996772619.9948952,9.967726199948952,10.383048124946825
20223896,거미집,9600000000,5.8,2023,Netflix,11560000,0.02,30,271109467.8581072,2.711094678581072,2.824056956855283
20223896,거미집,9600000000,5.8,2023,Netflix,11560000,0.02,60,73738325.15853263,0.7373832515853264,0.768107553734715
20223896,거미집,9600000000,5.8,2023,Netflix,11560000,0.02,90,20055886.060133,0.20055886060133,0.20891547979305208
20223896,거미집,9600000000,5.8,2023,Tving,4110000,0.15,0,840998888.3189567,8.409988883189568,8.7604050866558
20223896,거미집,9600000000,5.8,2023,Tving,4110000,0.15,30,267358468.90553465,2.6735846890553465,2.784984051099319
20223896,거미집,9600000000,5.8,2023,Tving,4110000,0.15,60,84994822.09589088,0.8499482209589088,0.88536273016553
20223896,거미집,9600000000,5.8,2023,Tving,4110000,0.15,90,27020351.413160674,0.27020351413160676,0.28146199388709037
20223896,거미집,9600000000,5.8,2023,Wavve,2930000,0.13,0,836208229.6368908,8.362082296368907,8.710502392050945
20223896,거미집,9600000000,5.8,2023,Wavve,2930000,0.13,30,259531390.49342808,2.595313904934281,2.7034519843065428
20223896,거미집,9600000000,5.8,2023,Wavve,2930000,0.13,60,80549963.82982346,0.8054996382982347,0.8390621232273278
